population,model,domain,group,method,n,acc_direct,gap_direct,ece_direct,ece_method,d_ece
class,q9b,food101,creme_brulee,lcd,24,0.0833,0.3238,0.3238,0.4925,0.1686
class,q9b,food101,croque_madame,lcd,24,0.0,0.3147,0.3147,0.6024,0.2877
class,q9b,food101,cup_cakes,lcd,24,0.0,0.9042,0.9042,0.7268,-0.1774
class,q9b,food101,deviled_eggs,lcd,24,1.0,-0.3797,0.3797,0.1386,-0.2411
class,q9b,food101,donuts,lcd,24,1.0,-0.4343,0.4343,0.2479,-0.1864
class,q9b,food101,dumplings,lcd,24,0.625,-0.3235,0.3235,0.2502,-0.0733
class,q9b,food101,edamame,lcd,24,0.9583,-0.2353,0.2353,0.2032,-0.0321
class,q9b,food101,eggs_benedict,lcd,24,0.5833,-0.2627,0.3323,0.3764,0.044
class,q9b,food101,escargots,lcd,24,0.25,0.1162,0.2059,0.4078,0.2018
class,q9b,food101,falafel,lcd,24,0.75,-0.0866,0.1596,0.3322,0.1727
class,q9b,food101,filet_mignon,lcd,24,0.0,0.4007,0.4007,0.5575,0.1569
class,q9b,food101,fish_and_chips,lcd,24,0.8333,-0.3485,0.376,0.1327,-0.2433
class,q9b,food101,foie_gras,lcd,24,0.0,0.3132,0.3132,0.4493,0.1361
class,q9b,food101,french_fries,lcd,24,0.9583,-0.2744,0.3057,0.1429,-0.1627
class,q9b,food101,french_onion_soup,lcd,24,0.875,-0.354,0.354,0.3569,0.0029
class,q9b,food101,french_toast,lcd,24,0.7917,-0.3197,0.4053,0.4954,0.0901
class,q9b,food101,fried_calamari,lcd,24,0.7917,-0.4024,0.4595,0.1835,-0.276
class,q9b,food101,fried_rice,lcd,24,0.9583,-0.43,0.43,0.1028,-0.3272
class,q9b,food101,frozen_yogurt,lcd,24,0.375,-0.0032,0.1422,0.1681,0.0258
class,q9b,food101,garlic_bread,lcd,24,0.7083,-0.2139,0.2817,0.4844,0.2026
class,q9b,food101,gnocchi,lcd,24,0.5417,-0.1095,0.1539,0.4734,0.3195
class,q9b,food101,greek_salad,lcd,24,0.9583,-0.1745,0.1833,0.1361,-0.0472
class,q9b,food101,grilled_cheese_sandwich,lcd,24,0.875,-0.3794,0.3794,0.3141,-0.0653
class,q9b,food101,grilled_salmon,lcd,24,0.3333,0.0668,0.1064,0.1979,0.0915
class,q9b,food101,guacamole,lcd,24,0.75,-0.1921,0.2321,0.2757,0.0436
class,q9b,food101,gyoza,lcd,24,0.625,-0.2615,0.4584,0.214,-0.2444
class,q9b,food101,hamburger,lcd,24,0.8333,-0.4597,0.4756,0.3032,-0.1724
class,q9b,food101,hot_and_sour_soup,lcd,24,0.9583,-0.2552,0.2814,0.2888,0.0074
class,q9b,food101,hot_dog,lcd,24,0.875,-0.2813,0.2948,0.1794,-0.1154
class,q9b,food101,huevos_rancheros,lcd,24,0.0,0.3725,0.3725,0.4501,0.0776
class,q9b,food101,hummus,lcd,24,0.75,-0.3803,0.3803,0.2444,-0.1359
class,q9b,food101,ice_cream,lcd,24,0.8333,-0.2916,0.3046,0.1889,-0.1157
class,q9b,food101,lasagna,lcd,24,0.75,-0.2816,0.2894,0.2017,-0.0878
class,q9b,food101,lobster_bisque,lcd,24,1.0,-0.2542,0.2542,0.2622,0.008
class,q9b,food101,lobster_roll_sandwich,lcd,24,0.8333,-0.2731,0.2731,0.3119,0.0388
class,q9b,food101,macaroni_and_cheese,lcd,24,0.875,-0.2371,0.3319,0.4117,0.0798
class,q9b,food101,macarons,lcd,24,0.7083,0.0928,0.145,0.2226,0.0776
class,q9b,food101,miso_soup,lcd,24,0.9167,-0.4494,0.4494,0.537,0.0876
class,q9b,food101,mussels,lcd,24,1.0,-0.3029,0.3029,0.1842,-0.1187
class,q9b,food101,nachos,lcd,24,0.875,-0.4669,0.4669,0.2563,-0.2105
class,q9b,food101,omelette,lcd,24,0.7083,-0.1941,0.2168,0.2502,0.0333
class,q9b,food101,onion_rings,lcd,24,0.9583,-0.375,0.375,0.7742,0.3992
class,q9b,food101,oysters,lcd,24,0.9167,-0.2319,0.2596,0.295,0.0354
class,q9b,food101,pad_thai,lcd,24,0.5417,-0.2875,0.3289,0.2677,-0.0612
class,q9b,food101,paella,lcd,24,0.7083,-0.2715,0.3017,0.1388,-0.1628
class,q9b,food101,pancakes,lcd,24,0.9583,-0.2474,0.2885,0.0954,-0.1931
class,q9b,food101,panna_cotta,lcd,24,0.0,0.5239,0.5239,0.5911,0.0672
class,q9b,food101,peking_duck,lcd,24,0.6667,-0.3009,0.3656,0.5137,0.1481
class,q9b,food101,pho,lcd,24,0.0833,0.2757,0.3287,0.4825,0.1538
class,q9b,food101,pizza,lcd,24,0.9583,-0.1532,0.1819,0.3809,0.1989
class,q9b,food101,pork_chop,lcd,24,0.2917,0.0535,0.1466,0.2383,0.0917
class,q9b,food101,poutine,lcd,24,0.5417,-0.0897,0.1582,0.1915,0.0333
class,q9b,food101,prime_rib,lcd,24,0.0,0.4229,0.4229,0.5693,0.1464
class,q9b,food101,pulled_pork_sandwich,lcd,24,0.8333,-0.3351,0.3351,0.1703,-0.1648
class,q9b,food101,ramen,lcd,24,0.625,-0.329,0.382,0.1637,-0.2183
class,q9b,food101,ravioli,lcd,24,0.7917,-0.4072,0.4219,0.1702,-0.2517
class,q9b,food101,red_velvet_cake,lcd,24,0.7917,-0.0485,0.3036,0.2083,-0.0952
class,q9b,food101,risotto,lcd,24,0.5833,-0.2399,0.4136,0.1678,-0.2458
class,q9b,food101,samosa,lcd,24,0.7917,-0.4063,0.4063,0.2316,-0.1746
class,q9b,food101,sashimi,lcd,24,0.4167,0.0767,0.2792,0.1482,-0.131
class,q9b,food101,scallops,lcd,24,0.2917,-0.0113,0.062,0.392,0.33
class,q9b,food101,seaweed_salad,lcd,24,1.0,-0.5468,0.5468,0.1968,-0.3501
class,q9b,food101,shrimp_and_grits,lcd,24,0.625,-0.2332,0.3458,0.2174,-0.1284
class,q9b,food101,spaghetti_bolognese,lcd,24,0.9167,-0.4461,0.5384,0.4507,-0.0878
class,q9b,food101,spaghetti_carbonara,lcd,24,1.0,-0.4014,0.4014,0.2686,-0.1329
class,q9b,food101,spring_rolls,lcd,24,0.9583,-0.4278,0.4278,0.1166,-0.3113
class,q9b,food101,steak,lcd,24,0.5,-0.0193,0.2355,0.2617,0.0262
class,q9b,food101,strawberry_shortcake,lcd,24,0.25,0.3433,0.3692,0.559,0.1898
class,q9b,food101,sushi,lcd,24,0.9583,-0.3475,0.3612,0.1299,-0.2314
class,q9b,food101,tacos,lcd,24,0.875,-0.2676,0.3298,0.1903,-0.1395
class,q9b,food101,takoyaki,lcd,24,0.625,-0.2194,0.2315,0.1547,-0.0768
class,q9b,food101,tiramisu,lcd,24,0.8333,-0.3691,0.3864,0.2292,-0.1572
class,q9b,food101,tuna_tartare,lcd,24,0.25,-0.0081,0.172,0.4264,0.2544
class,q9b,food101,waffles,lcd,24,0.9167,-0.2688,0.343,0.2337,-0.1093
stratum,q9b,food101,low_acc,vcd,600,0.2467,0.148,0.148,0.5281,0.3801
stratum,q9b,food101,low_acc,mib,600,0.2467,0.148,0.148,0.1893,0.0412
stratum,q9b,food101,low_acc,lcd,600,0.2467,0.148,0.148,0.3387,0.1906
stratum,q9b,food101,middle,vcd,1224,0.7525,-0.2621,0.2673,0.1246,-0.1426
stratum,q9b,food101,middle,mib,1224,0.7525,-0.2621,0.2673,0.1813,-0.0859
stratum,q9b,food101,middle,lcd,1224,0.7525,-0.2621,0.2673,0.0912,-0.176
stratum,q9b,food101,high_acc,vcd,600,0.9183,-0.2902,0.2907,0.0794,-0.2112
stratum,q9b,food101,high_acc,mib,600,0.9183,-0.2902,0.2907,0.2607,-0.0299
stratum,q9b,food101,high_acc,lcd,600,0.9183,-0.2902,0.2907,0.092,-0.1987
bin,q9b,food101,bin1,vcd,288,0.0451,0.367,0.367,0.7228,0.3558
bin,q9b,food101,bin1,mib,288,0.0451,0.367,0.367,0.3922,0.0252
bin,q9b,food101,bin1,lcd,288,0.0451,0.367,0.367,0.5191,0.1521
bin,q9b,food101,bin2,vcd,312,0.3718,0.009,0.0933,0.3778,0.2844
bin,q9b,food101,bin2,mib,312,0.3718,0.009,0.0933,0.0935,0.0001
bin,q9b,food101,bin2,lcd,312,0.3718,0.009,0.0933,0.2114,0.1181
bin,q9b,food101,bin3,vcd,288,0.6042,-0.2435,0.2496,0.198,-0.0517
bin,q9b,food101,bin3,mib,288,0.6042,-0.2435,0.2496,0.1187,-0.1309
bin,q9b,food101,bin3,lcd,288,0.6042,-0.2435,0.2496,0.0789,-0.1708
bin,q9b,food101,bin4,vcd,312,0.7115,-0.1794,0.2084,0.1112,-0.0972
bin,q9b,food101,bin4,mib,312,0.7115,-0.1794,0.2084,0.1296,-0.0788
bin,q9b,food101,bin4,lcd,312,0.7115,-0.1794,0.2084,0.1985,-0.0099
bin,q9b,food101,bin5,vcd,312,0.7949,-0.3079,0.3256,0.1323,-0.1934
bin,q9b,food101,bin5,mib,312,0.7949,-0.3079,0.3256,0.2405,-0.0851
bin,q9b,food101,bin5,lcd,312,0.7949,-0.3079,0.3256,0.1216,-0.2041
bin,q9b,food101,bin6,vcd,288,0.8681,-0.2973,0.2977,0.1204,-0.1773
bin,q9b,food101,bin6,mib,288,0.8681,-0.2973,0.2977,0.2345,-0.0632
bin,q9b,food101,bin6,lcd,288,0.8681,-0.2973,0.2977,0.1593,-0.1384
bin,q9b,food101,bin7,vcd,312,0.9359,-0.3322,0.333,0.0554,-0.2777
bin,q9b,food101,bin7,mib,312,0.9359,-0.3322,0.333,0.2594,-0.0736
bin,q9b,food101,bin7,lcd,312,0.9359,-0.3322,0.333,0.1559,-0.1771
bin,q9b,food101,bin8,vcd,312,0.9776,-0.3308,0.3308,0.1205,-0.2103
bin,q9b,food101,bin8,mib,312,0.9776,-0.3308,0.3308,0.3098,-0.021
bin,q9b,food101,bin8,lcd,312,0.9776,-0.3308,0.3308,0.0724,-0.2583
mixture,q9b,food101,alpha=0.0,vcd,600,0.2467,0.148,,,0.3801
mixture,q9b,food101,alpha=0.0,mib,600,0.2467,0.148,,,0.0412
mixture,q9b,food101,alpha=0.0,lcd,600,0.2467,0.148,,,0.1906
mixture,q9b,food101,alpha=0.1,vcd,600,0.3142,0.1036,,,0.3664
mixture,q9b,food101,alpha=0.1,mib,600,0.3142,0.1036,,,0.0403
mixture,q9b,food101,alpha=0.1,lcd,600,0.3142,0.1036,,,0.1964
mixture,q9b,food101,alpha=0.2,vcd,600,0.3809,0.0607,,,0.3505
mixture,q9b,food101,alpha=0.2,mib,600,0.3809,0.0607,,,0.0402
mixture,q9b,food101,alpha=0.2,lcd,600,0.3809,0.0607,,,0.1992
mixture,q9b,food101,alpha=0.3,vcd,600,0.4478,0.0172,,,0.3055
mixture,q9b,food101,alpha=0.3,mib,600,0.4478,0.0172,,,0.0308
mixture,q9b,food101,alpha=0.3,lcd,600,0.4478,0.0172,,,0.1742
mixture,q9b,food101,alpha=0.4,vcd,600,0.5152,-0.027,,,0.2272
mixture,q9b,food101,alpha=0.4,mib,600,0.5152,-0.027,,,0.0096
mixture,q9b,food101,alpha=0.4,lcd,600,0.5152,-0.027,,,0.1145
mixture,q9b,food101,alpha=0.5,vcd,600,0.5813,-0.0707,,,0.1362
mixture,q9b,food101,alpha=0.5,mib,600,0.5813,-0.0707,,,-0.0075
mixture,q9b,food101,alpha=0.5,lcd,600,0.5813,-0.0707,,,0.0458
mixture,q9b,food101,alpha=0.6,vcd,600,0.6492,-0.1146,,,0.0449
mixture,q9b,food101,alpha=0.6,mib,600,0.6492,-0.1146,,,-0.017
mixture,q9b,food101,alpha=0.6,lcd,600,0.6492,-0.1146,,,-0.0242
mixture,q9b,food101,alpha=0.7,vcd,600,0.7168,-0.1587,,,-0.044
mixture,q9b,food101,alpha=0.7,mib,600,0.7168,-0.1587,,,-0.0227
mixture,q9b,food101,alpha=0.7,lcd,600,0.7168,-0.1587,,,-0.0901
mixture,q9b,food101,alpha=0.8,vcd,600,0.7843,-0.2035,,,-0.1194
mixture,q9b,food101,alpha=0.8,mib,600,0.7843,-0.2035,,,-0.0264
mixture,q9b,food101,alpha=0.8,lcd,600,0.7843,-0.2035,,,-0.141
mixture,q9b,food101,alpha=0.9,vcd,600,0.8513,-0.2461,,,-0.1715
mixture,q9b,food101,alpha=0.9,mib,600,0.8513,-0.2461,,,-0.0277
mixture,q9b,food101,alpha=0.9,lcd,600,0.8513,-0.2461,,,-0.1707
mixture,q9b,food101,alpha=1.0,vcd,600,0.9183,-0.2902,,,-0.2112
mixture,q9b,food101,alpha=1.0,mib,600,0.9183,-0.2902,,,-0.0299
mixture,q9b,food101,alpha=1.0,lcd,600,0.9183,-0.2902,,,-0.1987
class,q4b,dogs,affenpinscher,vcd,24,0.0,0.8277,0.8277,0.985,0.1573
class,q4b,dogs,afghan_hound,vcd,24,0.9167,-0.4245,0.4245,0.2421,-0.1824
class,q4b,dogs,african_hunting_dog,vcd,24,0.9583,-0.6146,0.6146,0.1739,-0.4408
class,q4b,dogs,airedale,vcd,24,0.0,0.6841,0.6841,0.8151,0.131
class,q4b,dogs,american_staffordshire_terrier,vcd,24,0.0,0.7554,0.7554,0.8406,0.0852
class,q4b,dogs,appenzeller,vcd,24,0.0,0.7232,0.7232,0.915,0.1918
class,q4b,dogs,australian_terrier,vcd,24,0.0,0.818,0.818,0.905,0.087
class,q4b,dogs,basenji,vcd,24,1.0,-0.1814,0.1814,0.162,-0.0194
class,q4b,dogs,basset,vcd,24,0.0,0.6894,0.6894,0.7339,0.0445
class,q4b,dogs,beagle,vcd,24,0.0,0.6842,0.6842,0.6194,-0.0648
class,q4b,dogs,bedlington_terrier,vcd,24,0.0,0.5613,0.5613,0.5461,-0.0153
class,q4b,dogs,bernese_mountain_dog,vcd,24,0.875,-0.1559,0.2116,0.3957,0.1841
class,q4b,dogs,black,vcd,24,0.0,0.8199,0.8199,0.9609,0.141
class,q4b,dogs,blenheim_spaniel,vcd,24,0.0,0.7371,0.7371,0.912,0.1749
class,q4b,dogs,bloodhound,vcd,24,0.0,0.651,0.651,0.516,-0.135
class,q4b,dogs,bluetick,vcd,24,0.0,0.8357,0.8357,0.9218,0.0861
class,q4b,dogs,border_collie,vcd,24,0.0,0.7385,0.7385,0.7694,0.0309
class,q4b,dogs,border_terrier,vcd,24,0.0,0.7369,0.7369,0.5332,-0.2037
class,q4b,dogs,borzoi,vcd,24,0.125,0.5344,0.5344,0.6374,0.103
class,q4b,dogs,boston_bull,vcd,24,0.0,0.7701,0.7701,0.8451,0.075
class,q4b,dogs,bouvier_des_flandres,vcd,24,0.0,0.8065,0.8065,0.91,0.1035
class,q4b,dogs,boxer,vcd,24,0.0,0.7497,0.7497,0.8481,0.0983
class,q4b,dogs,brabancon_griffon,vcd,24,0.7917,-0.1461,0.1875,0.6068,0.4194
class,q4b,dogs,briard,vcd,24,0.0,0.7813,0.7813,0.8674,0.0861
class,q4b,dogs,brittany_spaniel,vcd,24,0.0,0.8357,0.8357,0.9265,0.0908
class,q4b,dogs,bull_mastiff,vcd,24,0.0,0.7329,0.7329,0.9095,0.1767
class,q4b,dogs,cairn,vcd,24,0.0,0.8279,0.8279,0.8965,0.0686
class,q4b,dogs,cardigan,vcd,24,0.0,0.6149,0.6149,0.8568,0.2418
class,q4b,dogs,chesapeake_bay_retriever,vcd,24,0.0,0.7449,0.7449,0.8763,0.1314
class,q4b,dogs,chihuahua,vcd,24,0.0,0.7158,0.7158,0.5146,-0.2013
class,q4b,dogs,chow,vcd,24,0.0,0.6033,0.6033,0.5547,-0.0487
class,q4b,dogs,clumber,vcd,24,0.0,0.7437,0.7437,0.8652,0.1215
class,q4b,dogs,cocker_spaniel,vcd,24,0.0,0.7554,0.7554,0.8867,0.1314
class,q4b,dogs,collie,vcd,24,0.0417,0.4519,0.4519,0.3908,-0.0611
class,q4b,dogs,curly,vcd,24,0.0,0.7881,0.7881,0.899,0.1108
class,q4b,dogs,dandie_dinmont,vcd,24,0.0,0.7115,0.7115,0.7853,0.0738
class,q4b,dogs,dhole,vcd,24,0.2917,-0.0259,0.1813,0.5117,0.3304
class,q4b,dogs,dingo,vcd,24,0.125,0.5346,0.644,0.6045,-0.0395
class,q4b,dogs,doberman,vcd,24,0.0,0.7754,0.7754,0.6348,-0.1405
class,q4b,dogs,english_foxhound,vcd,24,0.0,0.7233,0.7233,0.746,0.0227
class,q4b,dogs,english_setter,vcd,24,0.0,0.8252,0.8252,0.9225,0.0973
class,q4b,dogs,english_springer,vcd,24,0.0,0.8207,0.8207,0.8197,-0.001
class,q4b,dogs,entlebucher,vcd,24,0.0,0.785,0.785,0.9206,0.1355
class,q4b,dogs,eskimo_dog,vcd,24,0.9167,-0.4157,0.4157,0.6031,0.1874
class,q4b,dogs,flat,vcd,24,0.0,0.7685,0.7685,0.8405,0.072
class,q4b,dogs,french_bulldog,vcd,24,0.0,0.8118,0.8118,0.8821,0.0703
class,q4b,dogs,german_shepherd,vcd,24,0.0,0.7643,0.7643,0.4925,-0.2718
class,q4b,dogs,german_short,vcd,24,0.0,0.8787,0.8787,0.9398,0.061
class,q4b,dogs,giant_schnauzer,vcd,24,0.0,0.8169,0.8169,0.8573,0.0403
class,q4b,dogs,golden_retriever,vcd,24,0.0,0.6628,0.6628,0.5694,-0.0933
class,q4b,dogs,gordon_setter,vcd,24,0.0,0.7904,0.7904,0.9237,0.1333
class,q4b,dogs,great_dane,vcd,24,0.0,0.723,0.723,0.6868,-0.0362
class,q4b,dogs,great_pyrenees,vcd,24,0.0,0.7854,0.7854,0.8929,0.1075
class,q4b,dogs,greater_swiss_mountain_dog,vcd,24,0.8333,-0.0958,0.1553,0.3085,0.1532
class,q4b,dogs,groenendael,vcd,24,0.0,0.7693,0.7693,0.8691,0.0999
class,q4b,dogs,ibizan_hound,vcd,24,1.0,-0.2598,0.2598,0.1913,-0.0684
class,q4b,dogs,irish_setter,vcd,24,0.0,0.7436,0.7436,0.8657,0.1221
class,q4b,dogs,irish_terrier,vcd,24,0.0,0.8261,0.8261,0.8948,0.0686
class,q4b,dogs,irish_water_spaniel,vcd,24,0.0,0.729,0.729,0.8996,0.1706
class,q4b,dogs,irish_wolfhound,vcd,24,0.0,0.7443,0.7443,0.8517,0.1074
class,q4b,dogs,italian_greyhound,vcd,24,0.0,0.8053,0.8053,0.9124,0.1072
class,q4b,dogs,japanese_spaniel,vcd,24,0.0,0.7673,0.7673,0.9209,0.1536
class,q4b,dogs,keeshond,vcd,24,0.0,0.6842,0.6842,0.8598,0.1755
class,q4b,dogs,kelpie,vcd,24,0.0,0.8604,0.8604,0.8838,0.0234
class,q4b,dogs,kerry_blue_terrier,vcd,24,0.0,0.7815,0.7815,0.9408,0.1594
class,q4b,dogs,komondor,vcd,24,0.125,0.4172,0.4615,0.5996,0.138
class,q4b,dogs,kuvasz,vcd,24,0.0,0.7652,0.7652,0.828,0.0628
class,q4b,dogs,labrador_retriever,vcd,24,0.0,0.6418,0.6418,0.8483,0.2065
class,q4b,dogs,lakeland_terrier,vcd,24,0.0,0.8108,0.8108,0.8515,0.0407
class,q4b,dogs,leonberg,vcd,24,0.9167,-0.2337,0.2648,0.3708,0.1061
class,q4b,dogs,lhasa,vcd,24,0.0,0.8649,0.8649,0.9067,0.0418
class,q4b,dogs,malamute,vcd,24,0.0,0.5747,0.5747,0.9186,0.344
class,q4b,dogs,malinois,vcd,24,0.0,0.8224,0.8224,0.9037,0.0813
class,q4b,dogs,maltese_dog,vcd,24,0.9583,-0.0964,0.1324,0.2364,0.1039
class,q4b,dogs,mexican_hairless,vcd,24,0.0,0.7635,0.7635,0.8941,0.1306
class,q4b,dogs,miniature_pinscher,vcd,24,0.0,0.8621,0.8621,0.9462,0.0841
class,q4b,dogs,miniature_poodle,vcd,24,0.9167,-0.2788,0.2788,0.3657,0.0868
class,q4b,dogs,miniature_schnauzer,vcd,24,0.0,0.8314,0.8314,0.8952,0.0638
class,q4b,dogs,newfoundland,vcd,24,0.75,-0.1363,0.2254,0.3972,0.1718
class,q4b,dogs,norfolk_terrier,vcd,24,0.0417,0.7102,0.7247,0.8129,0.0882
class,q4b,dogs,norwegian_elkhound,vcd,24,0.0,0.7857,0.7857,0.8586,0.0729
class,q4b,dogs,norwich_terrier,vcd,24,0.0,0.7197,0.7197,0.6065,-0.1132
class,q4b,dogs,old_english_sheepdog,vcd,24,0.0,0.7931,0.7931,0.8206,0.0274
class,q4b,dogs,otterhound,vcd,24,0.0,0.7959,0.7959,0.908,0.1121
class,q4b,dogs,papillon,vcd,24,0.0,0.821,0.821,0.9289,0.108
class,q4b,dogs,pekinese,vcd,24,0.0,0.7941,0.7941,0.9758,0.1817
class,q4b,dogs,pembroke,vcd,24,0.2083,0.222,0.326,0.602,0.276
class,q4b,dogs,pomeranian,vcd,24,0.0,0.79,0.79,0.8485,0.0585
class,q4b,dogs,pug,vcd,24,1.0,-0.347,0.347,0.0082,-0.3389
class,q4b,dogs,redbone,vcd,24,0.0,0.8284,0.8284,0.8978,0.0695
class,q4b,dogs,rhodesian_ridgeback,vcd,24,0.0,0.7674,0.7674,0.8561,0.0887
class,q4b,dogs,rottweiler,vcd,24,0.0,0.7948,0.7948,0.9364,0.1416
class,q4b,dogs,saint_bernard,vcd,24,0.0,0.7446,0.7446,0.8176,0.073
class,q4b,dogs,saluki,vcd,24,0.0,0.6488,0.6488,0.7199,0.0711
class,q4b,dogs,samoyed,vcd,24,0.0,0.6071,0.6071,0.4298,-0.1773
class,q4b,dogs,schipperke,vcd,24,0.0,0.8374,0.8374,0.9238,0.0864
class,q4b,dogs,scotch_terrier,vcd,24,0.0,0.8135,0.8135,0.8078,-0.0057
class,q4b,dogs,scottish_deerhound,vcd,24,0.0,0.6267,0.6267,0.6922,0.0655
class,q4b,dogs,sealyham_terrier,vcd,24,0.0,0.6818,0.6818,0.6442,-0.0376
class,q4b,dogs,shetland_sheepdog,vcd,24,0.0,0.7535,0.7535,0.9338,0.1803
class,q4b,dogs,shih,vcd,24,0.0,0.7917,0.7917,0.8482,0.0565
class,q4b,dogs,siberian_husky,vcd,24,0.0,0.5859,0.5859,0.3074,-0.2785
class,q4b,dogs,silky_terrier,vcd,24,0.0,0.7488,0.7488,0.7333,-0.0155
class,q4b,dogs,soft,vcd,24,0.0,0.866,0.866,0.9405,0.0745
class,q4b,dogs,staffordshire_bullterrier,vcd,24,0.0,0.7722,0.7722,0.8569,0.0847
class,q4b,dogs,standard_poodle,vcd,24,1.0,-0.3603,0.3603,0.2568,-0.1034
class,q4b,dogs,standard_schnauzer,vcd,24,0.0,0.7993,0.7993,0.7695,-0.0298
class,q4b,dogs,sussex_spaniel,vcd,24,0.0,0.6454,0.6454,0.6602,0.0148
class,q4b,dogs,tibetan_mastiff,vcd,24,0.0,0.6802,0.6802,0.8271,0.1469
class,q4b,dogs,tibetan_terrier,vcd,24,0.0,0.8521,0.8521,0.8476,-0.0045
class,q4b,dogs,toy_poodle,vcd,24,0.9583,-0.2823,0.2823,0.1789,-0.1034
class,q4b,dogs,toy_terrier,vcd,24,0.9583,-0.0833,0.1372,0.1547,0.0175
class,q4b,dogs,vizsla,vcd,24,0.0,0.8252,0.8252,0.8501,0.0249
class,q4b,dogs,walker_hound,vcd,24,1.0,-0.2266,0.2266,0.1708,-0.0559
class,q4b,dogs,weimaraner,vcd,24,0.0,0.7566,0.7566,0.9084,0.1518
class,q4b,dogs,welsh_springer_spaniel,vcd,24,0.0,0.757,0.757,0.8257,0.0687
class,q4b,dogs,west_highland_white_terrier,vcd,24,0.0,0.7486,0.7486,0.8349,0.0862
class,q4b,dogs,whippet,vcd,24,0.0417,0.6407,0.6612,0.6357,-0.0255
class,q4b,dogs,wire,vcd,24,0.0,0.7702,0.7702,0.8487,0.0784
class,q4b,dogs,yorkshire_terrier,vcd,24,0.0,0.6983,0.6983,0.8616,0.1633
class,q4b,dogs,affenpinscher,mib,24,0.0,0.8277,0.8277,0.7069,-0.1209
class,q4b,dogs,afghan_hound,mib,24,0.9167,-0.4245,0.4245,0.435,0.0105
class,q4b,dogs,african_hunting_dog,mib,24,0.9583,-0.6146,0.6146,0.2809,-0.3338
class,q4b,dogs,airedale,mib,24,0.0,0.6841,0.6841,0.3803,-0.3038
class,q4b,dogs,american_staffordshire_terrier,mib,24,0.0,0.7554,0.7554,0.5975,-0.1579
class,q4b,dogs,appenzeller,mib,24,0.0,0.7232,0.7232,0.7261,0.003
class,q4b,dogs,australian_terrier,mib,24,0.0,0.818,0.818,0.2375,-0.5805
class,q4b,dogs,basenji,mib,24,1.0,-0.1814,0.1814,0.2037,0.0223
class,q4b,dogs,basset,mib,24,0.0,0.6894,0.6894,0.1787,-0.5107
class,q4b,dogs,beagle,mib,24,0.0,0.6842,0.6842,0.5039,-0.1803
class,q4b,dogs,bedlington_terrier,mib,24,0.0,0.5613,0.5613,0.2533,-0.308
class,q4b,dogs,bernese_mountain_dog,mib,24,0.875,-0.1559,0.2116,0.3932,0.1816
class,q4b,dogs,black,mib,24,0.0,0.8199,0.8199,0.5959,-0.224
class,q4b,dogs,blenheim_spaniel,mib,24,0.0,0.7371,0.7371,0.343,-0.394
class,q4b,dogs,bloodhound,mib,24,0.0,0.651,0.651,0.3367,-0.3143
class,q4b,dogs,bluetick,mib,24,0.0,0.8357,0.8357,0.6128,-0.2229
class,q4b,dogs,border_collie,mib,24,0.0,0.7385,0.7385,0.4688,-0.2697
class,q4b,dogs,border_terrier,mib,24,0.0,0.7369,0.7369,0.4043,-0.3326
class,q4b,dogs,borzoi,mib,24,0.125,0.5344,0.5344,0.2008,-0.3335
class,q4b,dogs,boston_bull,mib,24,0.0,0.7701,0.7701,0.3246,-0.4455
class,q4b,dogs,bouvier_des_flandres,mib,24,0.0,0.8065,0.8065,0.46,-0.3465
class,q4b,dogs,boxer,mib,24,0.0,0.7497,0.7497,0.3164,-0.4333
class,q4b,dogs,brabancon_griffon,mib,24,0.7917,-0.1461,0.1875,0.5946,0.4071
class,q4b,dogs,briard,mib,24,0.0,0.7813,0.7813,0.6462,-0.1351
class,q4b,dogs,brittany_spaniel,mib,24,0.0,0.8357,0.8357,0.6122,-0.2235
class,q4b,dogs,bull_mastiff,mib,24,0.0,0.7329,0.7329,0.4304,-0.3024
class,q4b,dogs,cairn,mib,24,0.0,0.8279,0.8279,0.3902,-0.4377
class,q4b,dogs,cardigan,mib,24,0.0,0.6149,0.6149,0.3364,-0.2785
class,q4b,dogs,chesapeake_bay_retriever,mib,24,0.0,0.7449,0.7449,0.6308,-0.1142
class,q4b,dogs,chihuahua,mib,24,0.0,0.7158,0.7158,0.3827,-0.3331
class,q4b,dogs,chow,mib,24,0.0,0.6033,0.6033,0.2217,-0.3816
class,q4b,dogs,clumber,mib,24,0.0,0.7437,0.7437,0.305,-0.4386
class,q4b,dogs,cocker_spaniel,mib,24,0.0,0.7554,0.7554,0.3944,-0.3609
class,q4b,dogs,collie,mib,24,0.0417,0.4519,0.4519,0.3243,-0.1276
class,q4b,dogs,curly,mib,24,0.0,0.7881,0.7881,0.5952,-0.1929
class,q4b,dogs,dandie_dinmont,mib,24,0.0,0.7115,0.7115,0.5698,-0.1417
class,q4b,dogs,dhole,mib,24,0.2917,-0.0259,0.1813,0.2835,0.1022
class,q4b,dogs,dingo,mib,24,0.125,0.5346,0.644,0.4986,-0.1454
class,q4b,dogs,doberman,mib,24,0.0,0.7754,0.7754,0.4118,-0.3636
class,q4b,dogs,english_foxhound,mib,24,0.0,0.7233,0.7233,0.4485,-0.2748
class,q4b,dogs,english_setter,mib,24,0.0,0.8252,0.8252,0.6283,-0.1969
class,q4b,dogs,english_springer,mib,24,0.0,0.8207,0.8207,0.395,-0.4257
