population,model,domain,group,method,n,acc_direct,gap_direct,ece_direct,ece_method,d_ece
class,q9b,dogs,dhole,vcd,24,0.6667,-0.2234,0.3734,0.6268,0.2534
class,q9b,dogs,dingo,vcd,24,0.0,0.6498,0.6498,0.804,0.1542
class,q9b,dogs,doberman,vcd,24,0.125,0.4574,0.582,0.6919,0.1099
class,q9b,dogs,english_foxhound,vcd,24,0.0,0.5788,0.5788,0.7366,0.1578
class,q9b,dogs,english_setter,vcd,24,0.0,0.7319,0.7319,0.8149,0.0831
class,q9b,dogs,english_springer,vcd,24,0.0,0.734,0.734,0.8679,0.1339
class,q9b,dogs,entlebucher,vcd,24,0.0,0.628,0.628,0.6853,0.0573
class,q9b,dogs,eskimo_dog,vcd,24,0.9167,-0.3522,0.3522,0.4619,0.1097
class,q9b,dogs,flat,vcd,24,0.0,0.6433,0.6433,0.8226,0.1793
class,q9b,dogs,french_bulldog,vcd,24,0.0,0.605,0.605,0.762,0.1569
class,q9b,dogs,german_shepherd,vcd,24,0.0,0.5931,0.5931,0.6073,0.0142
class,q9b,dogs,german_short,vcd,24,0.0,0.6639,0.6639,0.7288,0.0649
class,q9b,dogs,giant_schnauzer,vcd,24,0.0,0.6794,0.6794,0.8088,0.1294
class,q9b,dogs,golden_retriever,vcd,24,0.0,0.6643,0.6643,0.787,0.1227
class,q9b,dogs,gordon_setter,vcd,24,0.0,0.6293,0.6293,0.7214,0.0921
class,q9b,dogs,great_dane,vcd,24,0.0,0.6676,0.6676,0.6981,0.0305
class,q9b,dogs,great_pyrenees,vcd,24,0.0,0.6767,0.6767,0.8856,0.2089
class,q9b,dogs,greater_swiss_mountain_dog,vcd,24,0.8333,-0.2346,0.3138,0.1818,-0.132
class,q9b,dogs,groenendael,vcd,24,0.0,0.6122,0.6122,0.6207,0.0085
class,q9b,dogs,ibizan_hound,vcd,24,0.9583,-0.3791,0.3791,0.2827,-0.0963
class,q9b,dogs,irish_setter,vcd,24,0.0,0.6882,0.6882,0.7672,0.079
class,q9b,dogs,irish_terrier,vcd,24,0.0,0.6393,0.6393,0.7319,0.0926
class,q9b,dogs,irish_water_spaniel,vcd,24,0.0,0.5324,0.5324,0.6566,0.1242
class,q9b,dogs,irish_wolfhound,vcd,24,0.0,0.603,0.603,0.7444,0.1414
class,q9b,dogs,italian_greyhound,vcd,24,0.0,0.6397,0.6397,0.8017,0.162
class,q9b,dogs,japanese_spaniel,vcd,24,0.0,0.6478,0.6478,0.7296,0.0817
class,q9b,dogs,keeshond,vcd,24,0.0,0.6462,0.6462,0.7843,0.1381
class,q9b,dogs,kelpie,vcd,24,0.0,0.6821,0.6821,0.7287,0.0466
class,q9b,dogs,kerry_blue_terrier,vcd,24,0.0,0.584,0.584,0.6801,0.0961
class,q9b,dogs,komondor,vcd,24,0.0,0.5817,0.5817,0.8342,0.2525
class,q9b,dogs,kuvasz,vcd,24,0.0,0.7527,0.7527,0.8669,0.1142
class,q9b,dogs,labrador_retriever,vcd,24,0.0,0.6683,0.6683,0.8227,0.1544
class,q9b,dogs,lakeland_terrier,vcd,24,0.0,0.7121,0.7121,0.8925,0.1804
class,q9b,dogs,leonberg,vcd,24,0.9167,-0.2703,0.2953,0.2141,-0.0811
class,q9b,dogs,lhasa,vcd,24,0.0,0.7503,0.7503,0.8813,0.1309
class,q9b,dogs,malamute,vcd,24,0.0,0.6581,0.6581,0.8204,0.1623
class,q9b,dogs,malinois,vcd,24,0.0,0.7136,0.7136,0.816,0.1024
class,q9b,dogs,maltese_dog,vcd,24,0.9583,-0.2498,0.2843,0.148,-0.1363
class,q9b,dogs,mexican_hairless,vcd,24,0.0,0.4888,0.4888,0.679,0.1903
class,q9b,dogs,miniature_pinscher,vcd,24,0.0,0.6741,0.6741,0.7991,0.125
class,q9b,dogs,miniature_poodle,vcd,24,0.8333,-0.2994,0.344,0.3821,0.0381
class,q9b,dogs,miniature_schnauzer,vcd,24,0.0,0.7429,0.7429,0.9168,0.174
class,q9b,dogs,newfoundland,vcd,24,0.625,-0.0374,0.1225,0.245,0.1225
class,q9b,dogs,norfolk_terrier,vcd,24,0.0,0.6815,0.6815,0.8061,0.1247
class,q9b,dogs,norwegian_elkhound,vcd,24,0.0,0.6325,0.6325,0.694,0.0615
class,q9b,dogs,norwich_terrier,vcd,24,0.0,0.6347,0.6347,0.819,0.1842
class,q9b,dogs,old_english_sheepdog,vcd,24,0.0,0.6695,0.6695,0.8335,0.1641
class,q9b,dogs,otterhound,vcd,24,0.0,0.6398,0.6398,0.7196,0.0798
class,q9b,dogs,papillon,vcd,24,0.0,0.6322,0.6322,0.73,0.0978
class,q9b,dogs,pekinese,vcd,24,0.0,0.6225,0.6225,0.8813,0.2588
class,q9b,dogs,pembroke,vcd,24,0.0417,0.4106,0.4106,0.782,0.3714
class,q9b,dogs,pomeranian,vcd,24,0.0,0.5854,0.5854,0.8142,0.2289
class,q9b,dogs,pug,vcd,24,1.0,-0.4333,0.4333,0.2201,-0.2132
class,q9b,dogs,redbone,vcd,24,0.0,0.7212,0.7212,0.8212,0.0999
class,q9b,dogs,rhodesian_ridgeback,vcd,24,0.0,0.6751,0.6751,0.8908,0.2157
class,q9b,dogs,rottweiler,vcd,24,0.0,0.7072,0.7072,0.8699,0.1627
class,q9b,dogs,saint_bernard,vcd,24,0.0,0.6283,0.6283,0.6839,0.0556
class,q9b,dogs,saluki,vcd,24,0.0,0.6896,0.6896,0.8122,0.1226
class,q9b,dogs,samoyed,vcd,24,0.0,0.5885,0.5885,0.7609,0.1724
class,q9b,dogs,schipperke,vcd,24,0.0,0.6651,0.6651,0.7742,0.1091
class,q9b,dogs,scotch_terrier,vcd,24,0.0,0.6621,0.6621,0.8114,0.1493
class,q9b,dogs,scottish_deerhound,vcd,24,0.0,0.5928,0.5928,0.645,0.0522
class,q9b,dogs,sealyham_terrier,vcd,24,0.0,0.6669,0.6669,0.7265,0.0596
class,q9b,dogs,shetland_sheepdog,vcd,24,0.0,0.6607,0.6607,0.8375,0.1768
class,q9b,dogs,shih,vcd,24,0.0,0.7101,0.7101,0.8581,0.148
class,q9b,dogs,siberian_husky,vcd,24,0.0,0.6524,0.6524,0.5463,-0.1061
class,q9b,dogs,silky_terrier,vcd,24,0.0,0.701,0.701,0.7604,0.0594
class,q9b,dogs,soft,vcd,24,0.0,0.711,0.711,0.8818,0.1708
class,q9b,dogs,staffordshire_bullterrier,vcd,24,0.0,0.7132,0.7132,0.8336,0.1205
class,q9b,dogs,standard_poodle,vcd,24,1.0,-0.5496,0.5496,0.3694,-0.1802
class,q9b,dogs,standard_schnauzer,vcd,24,0.0,0.7064,0.7064,0.8049,0.0984
class,q9b,dogs,sussex_spaniel,vcd,24,0.0,0.6716,0.6716,0.7931,0.1216
class,q9b,dogs,tibetan_mastiff,vcd,24,0.0,0.6995,0.6995,0.8581,0.1586
class,q9b,dogs,tibetan_terrier,vcd,24,0.0,0.7798,0.7798,0.8937,0.1139
class,q9b,dogs,toy_poodle,vcd,24,0.8333,-0.3317,0.3527,0.2501,-0.1026
class,q9b,dogs,toy_terrier,vcd,24,0.9583,-0.24,0.2542,0.1524,-0.1018
class,q9b,dogs,vizsla,vcd,24,0.0,0.7391,0.7391,0.8287,0.0896
class,q9b,dogs,walker_hound,vcd,24,0.9583,-0.2918,0.3298,0.2872,-0.0426
class,q9b,dogs,weimaraner,vcd,24,0.0,0.6614,0.6614,0.8676,0.2062
class,q9b,dogs,welsh_springer_spaniel,vcd,24,0.0,0.7047,0.7047,0.7437,0.039
class,q9b,dogs,west_highland_white_terrier,vcd,24,0.0,0.7464,0.7464,0.9302,0.1838
class,q9b,dogs,whippet,vcd,24,0.0,0.6571,0.6571,0.8458,0.1887
class,q9b,dogs,wire,vcd,24,0.0,0.6569,0.6569,0.7763,0.1195
class,q9b,dogs,yorkshire_terrier,vcd,24,0.0,0.6182,0.6182,0.639,0.0208
class,q9b,dogs,affenpinscher,mib,24,0.0,0.6593,0.6593,0.5697,-0.0896
class,q9b,dogs,afghan_hound,mib,24,0.9583,-0.3423,0.3423,0.1979,-0.1444
class,q9b,dogs,african_hunting_dog,mib,24,1.0,-0.6069,0.6069,0.3706,-0.2363
class,q9b,dogs,airedale,mib,24,0.0,0.6731,0.6731,0.3179,-0.3552
class,q9b,dogs,american_staffordshire_terrier,mib,24,0.0,0.6921,0.6921,0.6738,-0.0183
class,q9b,dogs,appenzeller,mib,24,0.0,0.6972,0.6972,0.7329,0.0357
class,q9b,dogs,australian_terrier,mib,24,0.0,0.6942,0.6942,0.1741,-0.5201
class,q9b,dogs,basenji,mib,24,1.0,-0.2865,0.2865,0.3334,0.0468
class,q9b,dogs,basset,mib,24,0.0,0.6044,0.6044,0.3771,-0.2273
class,q9b,dogs,beagle,mib,24,0.0,0.6077,0.6077,0.3745,-0.2331
class,q9b,dogs,bedlington_terrier,mib,24,0.0,0.6069,0.6069,0.1727,-0.4342
class,q9b,dogs,bernese_mountain_dog,mib,24,0.7083,-0.0993,0.1412,0.5179,0.3767
class,q9b,dogs,black,mib,24,0.0,0.6589,0.6589,0.5742,-0.0847
class,q9b,dogs,blenheim_spaniel,mib,24,0.0,0.6208,0.6208,0.5036,-0.1173
class,q9b,dogs,bloodhound,mib,24,0.0,0.5947,0.5947,0.2609,-0.3338
class,q9b,dogs,bluetick,mib,24,0.0,0.6742,0.6742,0.5843,-0.09
class,q9b,dogs,border_collie,mib,24,0.0,0.593,0.593,0.4953,-0.0977
class,q9b,dogs,border_terrier,mib,24,0.0,0.7258,0.7258,0.2365,-0.4893
class,q9b,dogs,borzoi,mib,24,0.0,0.6333,0.6333,0.1233,-0.51
class,q9b,dogs,boston_bull,mib,24,0.0417,0.5475,0.6089,0.3037,-0.3051
class,q9b,dogs,bouvier_des_flandres,mib,24,0.0,0.6688,0.6688,0.5229,-0.146
class,q9b,dogs,boxer,mib,24,0.0,0.5631,0.5631,0.2683,-0.2948
class,q9b,dogs,brabancon_griffon,mib,24,0.7917,-0.1867,0.2598,0.4497,0.1899
class,q9b,dogs,briard,mib,24,0.0,0.7076,0.7076,0.6363,-0.0713
class,q9b,dogs,brittany_spaniel,mib,24,0.0,0.6417,0.6417,0.5257,-0.116
class,q9b,dogs,bull_mastiff,mib,24,0.0,0.6542,0.6542,0.6042,-0.05
class,q9b,dogs,cairn,mib,24,0.0,0.7347,0.7347,0.4389,-0.2957
class,q9b,dogs,cardigan,mib,24,0.0417,0.4992,0.4992,0.3907,-0.1085
class,q9b,dogs,chesapeake_bay_retriever,mib,24,0.0,0.6739,0.6739,0.6572,-0.0167
class,q9b,dogs,chihuahua,mib,24,0.0,0.648,0.648,0.4632,-0.1848
class,q9b,dogs,chow,mib,24,0.0,0.6161,0.6161,0.178,-0.4381
class,q9b,dogs,clumber,mib,24,0.0,0.6373,0.6373,0.5246,-0.1127
class,q9b,dogs,cocker_spaniel,mib,24,0.0,0.6469,0.6469,0.4783,-0.1686
class,q9b,dogs,collie,mib,24,0.0,0.6207,0.6207,0.3574,-0.2632
class,q9b,dogs,curly,mib,24,0.0,0.6618,0.6618,0.5452,-0.1166
class,q9b,dogs,dandie_dinmont,mib,24,0.0,0.6786,0.6786,0.6633,-0.0153
class,q9b,dogs,dhole,mib,24,0.6667,-0.2234,0.3734,0.2165,-0.1569
class,q9b,dogs,dingo,mib,24,0.0,0.6498,0.6498,0.6098,-0.04
class,q9b,dogs,doberman,mib,24,0.125,0.4574,0.582,0.3064,-0.2756
class,q9b,dogs,english_foxhound,mib,24,0.0,0.5788,0.5788,0.4429,-0.1359
class,q9b,dogs,english_setter,mib,24,0.0,0.7319,0.7319,0.4439,-0.288
class,q9b,dogs,english_springer,mib,24,0.0,0.734,0.734,0.6184,-0.1156
class,q9b,dogs,entlebucher,mib,24,0.0,0.628,0.628,0.6101,-0.0179
class,q9b,dogs,eskimo_dog,mib,24,0.9167,-0.3522,0.3522,0.2688,-0.0834
class,q9b,dogs,flat,mib,24,0.0,0.6433,0.6433,0.6321,-0.0112
class,q9b,dogs,french_bulldog,mib,24,0.0,0.605,0.605,0.3022,-0.3029
class,q9b,dogs,german_shepherd,mib,24,0.0,0.5931,0.5931,0.4335,-0.1596
class,q9b,dogs,german_short,mib,24,0.0,0.6639,0.6639,0.5088,-0.1551
class,q9b,dogs,giant_schnauzer,mib,24,0.0,0.6794,0.6794,0.3785,-0.3009
class,q9b,dogs,golden_retriever,mib,24,0.0,0.6643,0.6643,0.3808,-0.2835
class,q9b,dogs,gordon_setter,mib,24,0.0,0.6293,0.6293,0.5432,-0.0861
class,q9b,dogs,great_dane,mib,24,0.0,0.6676,0.6676,0.1961,-0.4715
class,q9b,dogs,great_pyrenees,mib,24,0.0,0.6767,0.6767,0.5895,-0.0873
class,q9b,dogs,greater_swiss_mountain_dog,mib,24,0.8333,-0.2346,0.3138,0.3553,0.0416
class,q9b,dogs,groenendael,mib,24,0.0,0.6122,0.6122,0.5901,-0.0221
class,q9b,dogs,ibizan_hound,mib,24,0.9583,-0.3791,0.3791,0.3194,-0.0597
class,q9b,dogs,irish_setter,mib,24,0.0,0.6882,0.6882,0.3434,-0.3448
class,q9b,dogs,irish_terrier,mib,24,0.0,0.6393,0.6393,0.4103,-0.2291
class,q9b,dogs,irish_water_spaniel,mib,24,0.0,0.5324,0.5324,0.5146,-0.0179
class,q9b,dogs,irish_wolfhound,mib,24,0.0,0.603,0.603,0.3211,-0.2819
class,q9b,dogs,italian_greyhound,mib,24,0.0,0.6397,0.6397,0.49,-0.1496
class,q9b,dogs,japanese_spaniel,mib,24,0.0,0.6478,0.6478,0.244,-0.4038
class,q9b,dogs,keeshond,mib,24,0.0,0.6462,0.6462,0.5486,-0.0976
class,q9b,dogs,kelpie,mib,24,0.0,0.6821,0.6821,0.6425,-0.0396
class,q9b,dogs,kerry_blue_terrier,mib,24,0.0,0.584,0.584,0.4721,-0.1119
class,q9b,dogs,komondor,mib,24,0.0,0.5817,0.5817,0.3607,-0.221
class,q9b,dogs,kuvasz,mib,24,0.0,0.7527,0.7527,0.6748,-0.0779
class,q9b,dogs,labrador_retriever,mib,24,0.0,0.6683,0.6683,0.593,-0.0753
class,q9b,dogs,lakeland_terrier,mib,24,0.0,0.7121,0.7121,0.4338,-0.2782
class,q9b,dogs,leonberg,mib,24,0.9167,-0.2703,0.2953,0.1174,-0.1779
class,q9b,dogs,lhasa,mib,24,0.0,0.7503,0.7503,0.6621,-0.0882
class,q9b,dogs,malamute,mib,24,0.0,0.6581,0.6581,0.3966,-0.2615
class,q9b,dogs,malinois,mib,24,0.0,0.7136,0.7136,0.6495,-0.0641
class,q9b,dogs,maltese_dog,mib,24,0.9583,-0.2498,0.2843,0.4048,0.1206
class,q9b,dogs,mexican_hairless,mib,24,0.0,0.4888,0.4888,0.6028,0.114
class,q9b,dogs,miniature_pinscher,mib,24,0.0,0.6741,0.6741,0.5161,-0.1581
class,q9b,dogs,miniature_poodle,mib,24,0.8333,-0.2994,0.344,0.4111,0.0672
class,q9b,dogs,miniature_schnauzer,mib,24,0.0,0.7429,0.7429,0.2125,-0.5304
class,q9b,dogs,newfoundland,mib,24,0.625,-0.0374,0.1225,0.3283,0.2058
class,q9b,dogs,norfolk_terrier,mib,24,0.0,0.6815,0.6815,0.4538,-0.2276
class,q9b,dogs,norwegian_elkhound,mib,24,0.0,0.6325,0.6325,0.5688,-0.0637
class,q9b,dogs,norwich_terrier,mib,24,0.0,0.6347,0.6347,0.2594,-0.3753
class,q9b,dogs,old_english_sheepdog,mib,24,0.0,0.6695,0.6695,0.1982,-0.4713
class,q9b,dogs,otterhound,mib,24,0.0,0.6398,0.6398,0.5343,-0.1054
class,q9b,dogs,papillon,mib,24,0.0,0.6322,0.6322,0.193,-0.4392
class,q9b,dogs,pekinese,mib,24,0.0,0.6225,0.6225,0.3326,-0.2899
class,q9b,dogs,pembroke,mib,24,0.0417,0.4106,0.4106,0.3557,-0.0549
class,q9b,dogs,pomeranian,mib,24,0.0,0.5854,0.5854,0.437,-0.1484
class,q9b,dogs,pug,mib,24,1.0,-0.4333,0.4333,0.3027,-0.1306
class,q9b,dogs,redbone,mib,24,0.0,0.7212,0.7212,0.4306,-0.2907
class,q9b,dogs,rhodesian_ridgeback,mib,24,0.0,0.6751,0.6751,0.5339,-0.1412
class,q9b,dogs,rottweiler,mib,24,0.0,0.7072,0.7072,0.5317,-0.1756
class,q9b,dogs,saint_bernard,mib,24,0.0,0.6283,0.6283,0.3421,-0.2862
class,q9b,dogs,saluki,mib,24,0.0,0.6896,0.6896,0.3164,-0.3732
class,q9b,dogs,samoyed,mib,24,0.0,0.5885,0.5885,0.1912,-0.3973
class,q9b,dogs,schipperke,mib,24,0.0,0.6651,0.6651,0.632,-0.0331
class,q9b,dogs,scotch_terrier,mib,24,0.0,0.6621,0.6621,0.4923,-0.1698
class,q9b,dogs,scottish_deerhound,mib,24,0.0,0.5928,0.5928,0.5395,-0.0533
class,q9b,dogs,sealyham_terrier,mib,24,0.0,0.6669,0.6669,0.2964,-0.3704
class,q9b,dogs,shetland_sheepdog,mib,24,0.0,0.6607,0.6607,0.5602,-0.1005
class,q9b,dogs,shih,mib,24,0.0,0.7101,0.7101,0.6467,-0.0634
class,q9b,dogs,siberian_husky,mib,24,0.0,0.6524,0.6524,0.3603,-0.2921
class,q9b,dogs,silky_terrier,mib,24,0.0,0.701,0.701,0.2897,-0.4113
class,q9b,dogs,soft,mib,24,0.0,0.711,0.711,0.6349,-0.0762
class,q9b,dogs,staffordshire_bullterrier,mib,24,0.0,0.7132,0.7132,0.6623,-0.0509
class,q9b,dogs,standard_poodle,mib,24,1.0,-0.5496,0.5496,0.3191,-0.2305
class,q9b,dogs,standard_schnauzer,mib,24,0.0,0.7064,0.7064,0.2694,-0.4371
class,q9b,dogs,sussex_spaniel,mib,24,0.0,0.6716,0.6716,0.4319,-0.2397
class,q9b,dogs,tibetan_mastiff,mib,24,0.0,0.6995,0.6995,0.5038,-0.1957
class,q9b,dogs,tibetan_terrier,mib,24,0.0,0.7798,0.7798,0.6356,-0.1441
class,q9b,dogs,toy_poodle,mib,24,0.8333,-0.3317,0.3527,0.3935,0.0408
class,q9b,dogs,toy_terrier,mib,24,0.9583,-0.24,0.2542,0.3671,0.1129
class,q9b,dogs,vizsla,mib,24,0.0,0.7391,0.7391,0.5771,-0.1619
class,q9b,dogs,walker_hound,mib,24,0.9583,-0.2918,0.3298,0.3457,0.0159
class,q9b,dogs,weimaraner,mib,24,0.0,0.6614,0.6614,0.1326,-0.5287
class,q9b,dogs,welsh_springer_spaniel,mib,24,0.0,0.7047,0.7047,0.5118,-0.193
class,q9b,dogs,west_highland_white_terrier,mib,24,0.0,0.7464,0.7464,0.6945,-0.0519
class,q9b,dogs,whippet,mib,24,0.0,0.6571,0.6571,0.182,-0.4751
class,q9b,dogs,wire,mib,24,0.0,0.6569,0.6569,0.4524,-0.2045
class,q9b,dogs,yorkshire_terrier,mib,24,0.0,0.6182,0.6182,0.2375,-0.3807
class,q9b,dogs,affenpinscher,lcd,24,0.0,0.6593,0.6593,0.828,0.1687
class,q9b,dogs,afghan_hound,lcd,24,0.9583,-0.3423,0.3423,0.2173,-0.1251
class,q9b,dogs,african_hunting_dog,lcd,24,1.0,-0.6069,0.6069,0.5807,-0.0261
class,q9b,dogs,airedale,lcd,24,0.0,0.6731,0.6731,0.8509,0.1778
class,q9b,dogs,american_staffordshire_terrier,lcd,24,0.0,0.6921,0.6921,0.7559,0.0639
class,q9b,dogs,appenzeller,lcd,24,0.0,0.6972,0.6972,0.6996,0.0024
class,q9b,dogs,australian_terrier,lcd,24,0.0,0.6942,0.6942,0.7888,0.0946
class,q9b,dogs,basenji,lcd,24,1.0,-0.2865,0.2865,0.1816,-0.105
class,q9b,dogs,basset,lcd,24,0.0,0.6044,0.6044,0.4296,-0.1748
class,q9b,dogs,beagle,lcd,24,0.0,0.6077,0.6077,0.4657,-0.142
class,q9b,dogs,bedlington_terrier,lcd,24,0.0,0.6069,0.6069,0.7763,0.1694
class,q9b,dogs,bernese_mountain_dog,lcd,24,0.7083,-0.0993,0.1412,0.3283,0.1871
class,q9b,dogs,black,lcd,24,0.0,0.6589,0.6589,0.7857,0.1268
class,q9b,dogs,blenheim_spaniel,lcd,24,0.0,0.6208,0.6208,0.7767,0.1559
class,q9b,dogs,bloodhound,lcd,24,0.0,0.5947,0.5947,0.6396,0.045
class,q9b,dogs,bluetick,lcd,24,0.0,0.6742,0.6742,0.764,0.0897
class,q9b,dogs,border_collie,lcd,24,0.0,0.593,0.593,0.6088,0.0158
class,q9b,dogs,border_terrier,lcd,24,0.0,0.7258,0.7258,0.8333,0.1075
class,q9b,dogs,borzoi,lcd,24,0.0,0.6333,0.6333,0.7685,0.1352
class,q9b,dogs,boston_bull,lcd,24,0.0417,0.5475,0.6089,0.584,-0.0249
class,q9b,dogs,bouvier_des_flandres,lcd,24,0.0,0.6688,0.6688,0.8292,0.1604
class,q9b,dogs,boxer,lcd,24,0.0,0.5631,0.5631,0.3301,-0.233
class,q9b,dogs,brabancon_griffon,lcd,24,0.7917,-0.1867,0.2598,0.2823,0.0225
class,q9b,dogs,briard,lcd,24,0.0,0.7076,0.7076,0.8477,0.1401
class,q9b,dogs,brittany_spaniel,lcd,24,0.0,0.6417,0.6417,0.6602,0.0185
class,q9b,dogs,bull_mastiff,lcd,24,0.0,0.6542,0.6542,0.727,0.0728
class,q9b,dogs,cairn,lcd,24,0.0,0.7347,0.7347,0.8222,0.0875
class,q9b,dogs,cardigan,lcd,24,0.0417,0.4992,0.4992,0.2289,-0.2703
class,q9b,dogs,chesapeake_bay_retriever,lcd,24,0.0,0.6739,0.6739,0.7637,0.0898
class,q9b,dogs,chihuahua,lcd,24,0.0,0.648,0.648,0.7204,0.0724
class,q9b,dogs,chow,lcd,24,0.0,0.6161,0.6161,0.6738,0.0577
class,q9b,dogs,clumber,lcd,24,0.0,0.6373,0.6373,0.713,0.0757
class,q9b,dogs,cocker_spaniel,lcd,24,0.0,0.6469,0.6469,0.8027,0.1558
class,q9b,dogs,collie,lcd,24,0.0,0.6207,0.6207,0.7786,0.158
class,q9b,dogs,curly,lcd,24,0.0,0.6618,0.6618,0.777,0.1152
class,q9b,dogs,dandie_dinmont,lcd,24,0.0,0.6786,0.6786,0.8154,0.1368
class,q9b,dogs,dhole,lcd,24,0.6667,-0.2234,0.3734,0.2273,-0.1461
class,q9b,dogs,dingo,lcd,24,0.0,0.6498,0.6498,0.591,-0.0588
class,q9b,dogs,doberman,lcd,24,0.125,0.4574,0.582,0.5743,-0.0077
class,q9b,dogs,english_foxhound,lcd,24,0.0,0.5788,0.5788,0.7327,0.154
class,q9b,dogs,english_setter,lcd,24,0.0,0.7319,0.7319,0.8302,0.0983
class,q9b,dogs,english_springer,lcd,24,0.0,0.734,0.734,0.7634,0.0294
class,q9b,dogs,entlebucher,lcd,24,0.0,0.628,0.628,0.776,0.148
class,q9b,dogs,eskimo_dog,lcd,24,0.9167,-0.3522,0.3522,0.4514,0.0993
class,q9b,dogs,flat,lcd,24,0.0,0.6433,0.6433,0.7796,0.1363
class,q9b,dogs,french_bulldog,lcd,24,0.0,0.605,0.605,0.4047,-0.2004
class,q9b,dogs,german_shepherd,lcd,24,0.0,0.5931,0.5931,0.7836,0.1905
class,q9b,dogs,german_short,lcd,24,0.0,0.6639,0.6639,0.6741,0.0102
class,q9b,dogs,giant_schnauzer,lcd,24,0.0,0.6794,0.6794,0.8823,0.2029
class,q9b,dogs,golden_retriever,lcd,24,0.0,0.6643,0.6643,0.8227,0.1584
class,q9b,dogs,gordon_setter,lcd,24,0.0,0.6293,0.6293,0.7945,0.1652
class,q9b,dogs,great_dane,lcd,24,0.0,0.6676,0.6676,0.8073,0.1398
class,q9b,dogs,great_pyrenees,lcd,24,0.0,0.6767,0.6767,0.775,0.0983
class,q9b,dogs,greater_swiss_mountain_dog,lcd,24,0.8333,-0.2346,0.3138,0.1476,-0.1662
class,q9b,dogs,groenendael,lcd,24,0.0,0.6122,0.6122,0.825,0.2128
class,q9b,dogs,ibizan_hound,lcd,24,0.9583,-0.3791,0.3791,0.3332,-0.0459
class,q9b,dogs,irish_setter,lcd,24,0.0,0.6882,0.6882,0.8152,0.1269
class,q9b,dogs,irish_terrier,lcd,24,0.0,0.6393,0.6393,0.764,0.1247
class,q9b,dogs,irish_water_spaniel,lcd,24,0.0,0.5324,0.5324,0.6481,0.1157
class,q9b,dogs,irish_wolfhound,lcd,24,0.0,0.603,0.603,0.7125,0.1095
class,q9b,dogs,italian_greyhound,lcd,24,0.0,0.6397,0.6397,0.6611,0.0214
class,q9b,dogs,japanese_spaniel,lcd,24,0.0,0.6478,0.6478,0.7356,0.0877
class,q9b,dogs,keeshond,lcd,24,0.0,0.6462,0.6462,0.699,0.0528
class,q9b,dogs,kelpie,lcd,24,0.0,0.6821,0.6821,0.7563,0.0742
class,q9b,dogs,kerry_blue_terrier,lcd,24,0.0,0.584,0.584,0.7771,0.1931
class,q9b,dogs,komondor,lcd,24,0.0,0.5817,0.5817,0.7203,0.1386
class,q9b,dogs,kuvasz,lcd,24,0.0,0.7527,0.7527,0.8299,0.0772
class,q9b,dogs,labrador_retriever,lcd,24,0.0,0.6683,0.6683,0.7157,0.0474
class,q9b,dogs,lakeland_terrier,lcd,24,0.0,0.7121,0.7121,0.7523,0.0402
class,q9b,dogs,leonberg,lcd,24,0.9167,-0.2703,0.2953,0.2354,-0.0599
class,q9b,dogs,lhasa,lcd,24,0.0,0.7503,0.7503,0.8079,0.0575
class,q9b,dogs,malamute,lcd,24,0.0,0.6581,0.6581,0.7033,0.0452
class,q9b,dogs,malinois,lcd,24,0.0,0.7136,0.7136,0.878,0.1644
class,q9b,dogs,maltese_dog,lcd,24,0.9583,-0.2498,0.2843,0.2778,-0.0064
class,q9b,dogs,mexican_hairless,lcd,24,0.0,0.4888,0.4888,0.6148,0.126
class,q9b,dogs,miniature_pinscher,lcd,24,0.0,0.6741,0.6741,0.7309,0.0568
class,q9b,dogs,miniature_poodle,lcd,24,0.8333,-0.2994,0.344,0.226,-0.1179
class,q9b,dogs,miniature_schnauzer,lcd,24,0.0,0.7429,0.7429,0.8773,0.1345
class,q9b,dogs,newfoundland,lcd,24,0.625,-0.0374,0.1225,0.3068,0.1844
class,q9b,dogs,norfolk_terrier,lcd,24,0.0,0.6815,0.6815,0.7759,0.0944
class,q9b,dogs,norwegian_elkhound,lcd,24,0.0,0.6325,0.6325,0.7372,0.1047
class,q9b,dogs,norwich_terrier,lcd,24,0.0,0.6347,0.6347,0.7295,0.0947
class,q9b,dogs,old_english_sheepdog,lcd,24,0.0,0.6695,0.6695,0.806,0.1366
class,q9b,dogs,otterhound,lcd,24,0.0,0.6398,0.6398,0.7717,0.1319
class,q9b,dogs,papillon,lcd,24,0.0,0.6322,0.6322,0.7488,0.1166
class,q9b,dogs,pekinese,lcd,24,0.0,0.6225,0.6225,0.7286,0.1061
class,q9b,dogs,pembroke,lcd,24,0.0417,0.4106,0.4106,0.0827,-0.3279
class,q9b,dogs,pomeranian,lcd,24,0.0,0.5854,0.5854,0.3595,-0.2259
class,q9b,dogs,pug,lcd,24,1.0,-0.4333,0.4333,0.1884,-0.2449
class,q9b,dogs,redbone,lcd,24,0.0,0.7212,0.7212,0.8016,0.0804
class,q9b,dogs,rhodesian_ridgeback,lcd,24,0.0,0.6751,0.6751,0.6262,-0.0489
class,q9b,dogs,rottweiler,lcd,24,0.0,0.7072,0.7072,0.6643,-0.0429
class,q9b,dogs,saint_bernard,lcd,24,0.0,0.6283,0.6283,0.5918,-0.0365
class,q9b,dogs,saluki,lcd,24,0.0,0.6896,0.6896,0.7706,0.0809
